Day_of_the_year,Latitude,Longitude,Month,Year,Max_Temperature,Avg_Temperature,Min_Temperature,GDD,Peak_Bloom_Day,Days to go for Peak Bloom
17,38.8853,-77.0386,1,2007,33,28.8,23,0,86,67
18,38.8853,-77.0386,1,2007,35,31.6,26,0,86,66
19,38.8853,-77.0386,1,2007,46,37.1,31,5.1,86,65
20,38.8853,-77.0386,1,2007,36,32.7,28,0.7,86,64
21,38.8853,-77.0386,1,2007,30,26.4,24,0,86,63
22,38.8853,-77.0386,1,2007,34,32.8,30,0.8,86,62
23,38.8853,-77.0386,1,2007,42,36.4,33,4.4,86,61
24,38.8853,-77.0386,1,2007,40,36.5,33,4.5,86,60
25,38.8853,-77.0386,1,2007,38,32,22,0,86,59
26,38.8853,-77.0386,1,2007,34,25.6,16,0,86,58
27,38.8853,-77.0386,1,2007,54,38.7,25,6.7,86,57
28,38.8853,-77.0386,1,2007,45,38,30,6,86,56
29,38.8853,-77.0386,1,2007,32,26,21,0,86,55
30,38.8853,-77.0386,1,2007,42,31.4,21,0,86,54
31,38.8853,-77.0386,1,2007,34,27.6,22,0,86,53
32,38.8853,-77.0386,2,2007,34,32.3,29,0.3,86,52
33,38.8853,-77.0386,2,2007,37,34.2,32,2.2,86,51
34,38.8853,-77.0386,2,2007,36,31.4,24,0,86,50
35,38.8853,-77.0386,2,2007,34,28,22,0,86,49
36,38.8853,-77.0386,2,2007,13,13,13,0,86,48
37,38.8853,-77.0386,2,2007,26,18.8,10,0,86,47
38,38.8853,-77.0386,2,2007,29,23.2,18,0,86,46
39,38.8853,-77.0386,2,2007,28,22.9,18,0,86,45
40,38.8853,-77.0386,2,2007,34,25.5,17,0,86,44
41,38.8853,-77.0386,2,2007,36,27,20,0,86,43
42,38.8853,-77.0386,2,2007,37,27.5,18,0,86,42
43,38.8853,-77.0386,2,2007,43,34.4,26,2.4,86,41
44,38.8853,-77.0386,2,2007,35,29.8,25,0,86,40
45,38.8853,-77.0386,2,2007,24,24,24,0,86,39
46,38.8853,-77.0386,2,2007,36,28.6,18,0,86,38
47,38.8853,-77.0386,2,2007,35,28.7,22,0,86,37
48,38.8853,-77.0386,2,2007,37,27.6,18,0,86,36
49,38.8853,-77.0386,2,2007,46,42.5,38,10.5,86,35
50,38.8853,-77.0386,2,2007,29,29,29,0,86,34
51,38.8853,-77.0386,2,2007,43,33.5,24,1.5,86,33
52,38.8853,-77.0386,2,2007,36,33.3,32,1.3,86,32
53,38.8853,-77.0386,2,2007,39,35.5,32,3.5,86,31
54,38.8853,-77.0386,2,2007,52,40.3,32,8.3,91,91
55,38.8853,-77.0386,2,2007,50,40.9,32,8.9,91,90
1,38.8853,-77.0386,1,2008,53,44.3,36,12.3,91,89
2,38.8853,-77.0386,1,2008,37,31.6,25,0,91,88
3,38.8853,-77.0386,1,2008,33,27.4,23,0,91,87
4,38.8853,-77.0386,1,2008,40,30.7,22,0,91,86
5,38.8853,-77.0386,1,2008,45,45,45,13,91,85
6,38.8853,-77.0386,1,2008,69,56.3,49,24.3,91,84
7,38.8853,-77.0386,1,2008,73,59.6,48,27.6,91,83
8,38.8853,-77.0386,1,2008,43,43,43,11,91,82
9,38.8853,-77.0386,1,2008,59,49.2,43,17.2,91,81
10,38.8853,-77.0386,1,2008,53,47.1,43,15.1,91,80
11,38.8853,-77.0386,1,2008,33,33,33,1,91,79
12,38.8853,-77.0386,1,2008,44,37.5,33,5.5,91,78
13,38.8853,-77.0386,1,2008,39,35.8,34,3.8,91,77
14,38.8853,-77.0386,1,2008,49,37.8,34,5.8,91,76
15,38.8853,-77.0386,1,2008,41,38.3,36,6.3,91,75
16,38.8853,-77.0386,1,2008,37,25,20,0,91,74
17,38.8853,-77.0386,1,2008,32,25.4,19,0,91,73
18,38.8853,-77.0386,1,2008,43,35.7,28,3.7,91,72
19,38.8853,-77.0386,1,2008,48,39.5,31,7.5,91,71
20,38.8853,-77.0386,1,2008,42,34,28,2,91,70
21,38.8853,-77.0386,1,2008,36,29.2,22,0,91,69
22,38.8853,-77.0386,1,2008,39,33.9,30,1.9,91,68
23,38.8853,-77.0386,1,2008,45,37.6,30,5.6,91,67
24,38.8853,-77.0386,1,2008,37,37,37,5,91,66
25,38.8853,-77.0386,1,2008,51,43.6,35,11.6,91,65
26,38.8853,-77.0386,1,2008,36,36,36,4,91,64
27,38.8853,-77.0386,1,2008,44,36.5,29,4.5,91,63
28,38.8853,-77.0386,2,2008,47,41,35,9,91,62
29,38.8853,-77.0386,2,2008,51,42,34,10,91,61
30,38.8853,-77.0386,2,2008,55,44,33,12,91,60
31,38.8853,-77.0386,2,2008,54,46.6,41,14.6,91,59
32,38.8853,-77.0386,2,2008,64,48.5,0,16.5,91,58
33,38.8853,-77.0386,2,2008,73,65.4,55,33.4,91,57
34,38.8853,-77.0386,2,2008,63,50.1,40,18.1,91,56
35,38.8853,-77.0386,2,2008,52,42.7,37,10.7,91,55
36,38.8853,-77.0386,2,2008,58,48.4,40,16.4,91,54
37,38.8853,-77.0386,2,2008,50,40.7,22,8.7,91,53
38,38.8853,-77.0386,2,2008,32,24.7,17,0,91,52
39,38.8853,-77.0386,2,2008,33,29.3,25,0,91,51
40,38.8853,-77.0386,2,2008,41,36.4,32,4.4,91,50
41,38.8853,-77.0386,2,2008,43,34.8,28,2.8,91,49
42,38.8853,-77.0386,2,2008,58,45.8,35,13.8,91,48
43,38.8853,-77.0386,2,2008,46,38.6,32,6.6,91,47
44,38.8853,-77.0386,2,2008,51,44.6,34,12.6,91,46
45,38.8853,-77.0386,2,2008,73,59.2,43,27.2,91,45
46,38.8853,-77.0386,2,2008,50,41.3,31,9.3,91,44
47,38.8853,-77.0386,2,2008,36,32.4,28,0.4,91,43
48,38.8853,-77.0386,2,2008,35,28.4,21,0,91,42
49,38.8853,-77.0386,2,2008,36,33.6,30,1.6,91,41
50,38.8853,-77.0386,2,2008,41,37.1,35,5.1,91,40
51,38.8853,-77.0386,2,2008,44,38,29,6,91,39
52,38.8853,-77.0386,2,2008,50,43.4,38,11.4,91,38
53,38.8853,-77.0386,2,2008,53,47.6,41,15.6,91,37
54,38.8853,-77.0386,2,2008,44,37.8,28,5.8,91,36
55,38.8853,-77.0386,2,2008,36,28.8,22,0,91,35
56,38.8853,-77.0386,2,2008,49,37.6,26,5.6,91,34
1,38.8853,-77.0386,1,2009,34,28.1,24,0,91,33
2,38.8853,-77.0386,1,2009,42,36.1,30,4.1,90,90
3,38.8853,-77.0386,1,2009,46,38,31,6,90,89
4,38.8853,-77.0386,1,2009,45,36.9,29,4.9,90,88
5,38.8853,-77.0386,1,2009,50,43.3,38,11.3,90,87
6,38.8853,-77.0386,1,2009,41,34.2,32,2.2,90,86
7,38.8853,-77.0386,1,2009,41,37,33,5,90,85
8,38.8853,-77.0386,1,2009,41,36.4,31,4.4,90,84
9,38.8853,-77.0386,1,2009,39,32.5,27,0.5,90,83
10,38.8853,-77.0386,1,2009,39,35.2,32,3.2,90,82
11,38.8853,-77.0386,1,2009,39,35.7,29,3.7,90,81
12,38.8853,-77.0386,1,2009,39,32.6,27,0.6,90,80
13,38.8853,-77.0386,1,2009,38,34.2,30,2.2,90,79
14,38.8853,-77.0386,1,2009,34,27.6,22,0,90,78
15,38.8853,-77.0386,1,2009,27,24,17,0,90,77
16,38.8853,-77.0386,1,2009,18,14.1,11,0,90,76
17,38.8853,-77.0386,1,2009,27,17.5,8,0,90,75
18,38.8853,-77.0386,1,2009,37,32.4,28,0.4,90,74
19,38.8853,-77.0386,1,2009,36,30.2,25,0,90,73
20,38.8853,-77.0386,1,2009,30,24.5,19,0,90,72
21,38.8853,-77.0386,1,2009,33,25.7,19,0,90,71
22,38.8853,-77.0386,1,2009,40,30,19,0,90,70
23,38.8853,-77.0386,1,2009,51,38.3,26,6.3,90,69
24,38.8853,-77.0386,1,2009,49,36.7,24,4.7,90,68
25,38.8853,-77.0386,1,2009,31,26.8,21,0,90,67
26,38.8853,-77.0386,1,2009,31,27.7,25,0,90,66
27,38.8853,-77.0386,1,2009,30,28.6,27,0,90,65
28,38.8853,-77.0386,1,2009,43,32.7,30,0.7,90,64
29,38.8853,-77.0386,1,2009,37,32.1,27,0.1,90,63
30,38.8853,-77.0386,1,2009,41,31.9,25,0,90,62
31,38.8853,-77.0386,1,2009,36,28.4,22,0,90,61
32,38.8853,-77.0386,2,2009,61,44.1,27,12.1,90,60
33,38.8853,-77.0386,2,2009,56,42.6,34,10.6,90,59
34,38.8853,-77.0386,2,2009,41,34.7,29,2.7,90,58
35,38.8853,-77.0386,2,2009,35,28.8,23,0,90,57
36,38.8853,-77.0386,2,2009,25,20.3,15,0,90,56
37,38.8853,-77.0386,2,2009,41,29,18,0,90,55
38,38.8853,-77.0386,2,2009,58,41.4,27,9.4,90,54
39,38.8853,-77.0386,2,2009,67,52.2,42,20.2,90,53
40,38.8853,-77.0386,2,2009,51,41.9,30,9.9,90,52
41,38.8853,-77.0386,2,2009,58,48.1,39,16.1,90,51
42,38.8853,-77.0386,2,2009,71,59.8,46,27.8,90,50
43,38.8853,-77.0386,2,2009,60,55.3,48,23.3,90,49
44,38.8853,-77.0386,2,2009,50,44.6,37,12.6,90,48
45,38.8853,-77.0386,2,2009,46,39.4,32,7.4,90,47
46,38.8853,-77.0386,2,2009,43,36.8,30,4.8,90,46
47,38.8853,-77.0386,2,2009,39,34.9,31,2.9,90,45
48,38.8853,-77.0386,2,2009,42,34.3,27,2.3,90,44
49,38.8853,-77.0386,2,2009,48,39,32,7,90,43
50,38.8853,-77.0386,2,2009,49,41,27,9,90,42
51,38.8853,-77.0386,2,2009,38,29.7,23,0,90,41
52,38.8853,-77.0386,2,2009,44,35.1,26,3.1,90,40
53,38.8853,-77.0386,2,2009,41,37,30,5,90,39
54,38.8853,-77.0386,2,2009,36,30.6,25,0,90,38
55,38.8853,-77.0386,2,2009,38,30,22,0,90,37
56,38.8853,-77.0386,2,2009,49,36.5,24,4.5,90,36
57,38.8853,-77.0386,2,2009,57,44.6,36,12.6,90,35
58,38.8853,-77.0386,2,2009,65,56.5,43,24.5,90,34
59,38.8853,-77.0386,2,2009,53,40.3,35,8.3,90,33
1,38.8853,-77.0386,1,2010,44,36.2,29,4.2,90,32
2,38.8853,-77.0386,1,2010,29,26.1,20,0,88,88
3,38.8853,-77.0386,1,2010,28,22,16,0,88,87
4,38.8853,-77.0386,1,2010,34,27.9,23,0,88,86
5,38.8853,-77.0386,1,2010,37,30.4,27,0,88,85
6,38.8853,-77.0386,1,2010,38,32.4,29,0.4,88,84
7,38.8853,-77.0386,1,2010,38,33.1,30,1.1,88,83
8,38.8853,-77.0386,1,2010,32,28.9,23,0,88,82
9,38.8853,-77.0386,1,2010,36,29.1,24,0,88,81
10,38.8853,-77.0386,1,2010,31,25.6,20,0,88,80
11,38.8853,-77.0386,1,2010,35,28.6,22,0,88,79
12,38.8853,-77.0386,1,2010,34,31.3,29,0,88,78
13,38.8853,-77.0386,1,2010,44,34.5,28,2.5,88,77
14,38.8853,-77.0386,1,2010,49,36.9,28,4.9,88,76
15,38.8853,-77.0386,1,2010,55,41.7,30,9.7,88,75
16,38.8853,-77.0386,1,2010,51,40.1,32,8.1,88,74
17,38.8853,-77.0386,1,2010,45,42.3,37,10.3,88,73
18,38.8853,-77.0386,1,2010,56,45,37,13,88,72
19,38.8853,-77.0386,1,2010,59,43.6,33,11.6,88,71
20,38.8853,-77.0386,1,2010,44,39.2,36,7.2,88,70
21,38.8853,-77.0386,1,2010,43,37.8,31,5.8,88,69
22,38.8853,-77.0386,1,2010,43,38.2,36,6.2,88,68
23,38.8853,-77.0386,1,2010,47,38.3,32,6.3,88,67
24,38.8853,-77.0386,1,2010,57,43.4,37,11.4,88,66
25,38.8853,-77.0386,1,2010,67,58.2,46,26.2,88,65
26,38.8853,-77.0386,1,2010,46,41.1,35,9.1,88,64
27,38.8853,-77.0386,1,2010,45,37.6,32,5.6,88,63
28,38.8853,-77.0386,1,2010,54,39.8,27,7.8,88,62
29,38.8853,-77.0386,1,2010,26,23.3,20,0,88,61
30,38.8853,-77.0386,1,2010,22,19.1,18,0,88,60
31,38.8853,-77.0386,1,2010,33,23.5,16,0,88,59
32,38.8853,-77.0386,2,2010,39,30.8,21,0,88,58
33,38.8853,-77.0386,2,2010,41,33.1,27,1.1,88,57
34,38.8853,-77.0386,2,2010,42,35.3,32,3.3,88,56
35,38.8853,-77.0386,2,2010,41,36.2,32,4.2,88,55
36,38.8853,-77.0386,2,2010,36,33.9,32,1.9,88,54
37,38.8853,-77.0386,2,2010,31,27.7,21,0,88,53
38,38.8853,-77.0386,2,2010,31,24.4,17,0,88,52
39,38.8853,-77.0386,2,2010,34,27.5,22,0,88,51
40,38.8853,-77.0386,2,2010,36,29.6,25,0,88,50
41,38.8853,-77.0386,2,2010,31,27,19,0,88,49
42,38.8853,-77.0386,2,2010,40,34,31,2,88,48
43,38.8853,-77.0386,2,2010,37,33,29,1,88,47
44,38.8853,-77.0386,2,2010,34,30.5,28,0,88,46
45,38.8853,-77.0386,2,2010,40,31.9,22,0,88,45
46,38.8853,-77.0386,2,2010,39,32.9,23,0.9,88,44
47,38.8853,-77.0386,2,2010,37,32.1,29,0.1,88,43
48,38.8853,-77.0386,2,2010,37,32.3,26,0.3,88,42
49,38.8853,-77.0386,2,2010,43,39,34,7,88,41
50,38.8853,-77.0386,2,2010,45,39.7,37,7.7,88,40
51,38.8853,-77.0386,2,2010,44,39.5,35,7.5,88,39
52,38.8853,-77.0386,2,2010,50,41.8,31,9.8,80,77
53,38.8853,-77.0386,2,2010,42,38.3,36,6.3,80,75
54,38.8853,-77.0386,2,2010,45,40.4,37,8.4,80,74
55,38.8853,-77.0386,2,2010,45,41.8,38,9.8,80,73
56,38.8853,-77.0386,2,2010,42,36.9,31,4.9,80,71
57,38.8853,-77.0386,2,2010,38,35,30,3,80,70
58,38.8853,-77.0386,2,2010,46,36.9,30,4.9,80,68
59,38.8853,-77.0386,2,2010,46,40.7,37,8.7,80,67
1,38.8853,-77.0386,1,2011,58,48.9,34,16.9,80,66
2,38.8853,-77.0386,1,2011,35,35,35,3,80,65
3,38.8853,-77.0386,1,2011,40,33.5,29,1.5,80,64
4,38.8853,-77.0386,1,2011,32,32,32,0,80,63
5,38.8853,-77.0386,1,2011,41,33.7,28,1.7,80,62
6,38.8853,-77.0386,1,2011,36,33.5,31,1.5,80,61
7,38.8853,-77.0386,1,2011,24,24,24,0,80,60
8,38.8853,-77.0386,1,2011,35,28.2,23,0,80,59
9,38.8853,-77.0386,1,2011,29,29,29,0,80,58
10,38.8853,-77.0386,1,2011,37,30.6,26,0,80,57
11,38.8853,-77.0386,1,2011,37,30.2,25,0,80,55
12,38.8853,-77.0386,1,2011,30,30,30,0,80,54
13,38.8853,-77.0386,1,2011,36,33.7,30,1.7,80,53
14,38.8853,-77.0386,1,2011,40,40,40,8,80,52
15,38.8853,-77.0386,1,2011,44,39,36,7,80,51
16,38.8853,-77.0386,1,2011,38,32.2,20,0.2,80,50
17,38.8853,-77.0386,1,2011,27,21.1,17,0,80,49
18,38.8853,-77.0386,1,2011,21,21,21,0,80,48
19,38.8853,-77.0386,1,2011,30,24.6,18,0,80,47
20,38.8853,-77.0386,1,2011,36,36,36,4,80,46
21,38.8853,-77.0386,1,2011,37,33.4,30,1.4,80,45
22,38.8853,-77.0386,1,2011,43,35.1,28,3.1,80,44
23,38.8853,-77.0386,2,2011,38,32.6,28,0.6,80,43
24,38.8853,-77.0386,2,2011,51,38.7,34,6.7,80,42
25,38.8853,-77.0386,2,2011,36,32.7,29,0.7,80,41
26,38.8853,-77.0386,2,2011,42,35,28,3,80,40
27,38.8853,-77.0386,2,2011,43,36.3,34,4.3,80,39
28,38.8853,-77.0386,2,2011,47,41.4,37,9.4,80,38
29,38.8853,-77.0386,2,2011,50,40.2,31,8.2,80,37
30,38.8853,-77.0386,2,2011,41,35,25,3,80,36
31,38.8853,-77.0386,2,2011,33,27.8,20,0,80,35
32,38.8853,-77.0386,2,2011,34,28.6,24,0,80,34
33,38.8853,-77.0386,2,2011,44,32.1,23,0.1,80,33
34,38.8853,-77.0386,2,2011,47,35.8,24,3.8,80,32
35,38.8853,-77.0386,2,2011,54,44.3,33,12.3,80,31
36,38.8853,-77.0386,2,2011,70,52.9,43,20.9,80,30
37,38.8853,-77.0386,2,2011,46,39.5,33,7.5,80,29
38,38.8853,-77.0386,2,2011,58,45,33,13,80,28
39,38.8853,-77.0386,2,2011,70,55.4,43,23.4,80,27
40,38.8853,-77.0386,2,2011,76,62.8,53,30.8,80,26
41,38.8853,-77.0386,2,2011,57,51,39,19,80,25
42,38.8853,-77.0386,2,2011,48,41.3,32,9.3,80,24
43,38.8853,-77.0386,2,2011,53,39.9,30,7.9,80,23
44,38.8853,-77.0386,2,2011,37,30.4,27,0,80,22
45,38.8853,-77.0386,2,2011,46,35.7,26,3.7,80,21
46,38.8853,-77.0386,2,2011,53,43.2,32,11.2,99,99
47,38.8853,-77.0386,2,2011,66,49.5,38,17.5,99,98
48,38.8853,-77.0386,2,2011,49,41.4,36,9.4,99,97
49,38.8853,-77.0386,2,2011,59,46.8,37,14.8,99,96
50,38.8853,-77.0386,2,2011,72,54.2,45,22.2,99,95
4,38.8853,-77.0386,1,2012,35,26.8,17,0,99,94
6,38.8853,-77.0386,1,2012,50,50,50,18,99,93
7,38.8853,-77.0386,1,2012,68,51.1,36,19.1,99,92
8,38.8853,-77.0386,1,2012,51,45.6,38,13.6,99,91
10,38.8853,-77.0386,1,2012,37,37,37,5,99,90
11,38.8853,-77.0386,1,2012,47,41.2,33,9.2,99,89
13,38.8853,-77.0386,1,2012,30,30,30,0,99,88
14,38.8853,-77.0386,1,2012,38,32.1,27,0.1,99,87
15,38.8853,-77.0386,1,2012,36,30.7,27,0,99,86
16,38.8853,-77.0386,1,2012,42,33.7,25,1.7,99,85
17,38.8853,-77.0386,1,2012,58,58,58,26,99,84
18,38.8853,-77.0386,1,2012,58,40.8,28,8.8,99,83
19,38.8853,-77.0386,1,2012,40,34.1,26,2.1,99,82
20,38.8853,-77.0386,1,2012,39,33.4,28,1.4,99,81
21,38.8853,-77.0386,1,2012,32,32,32,0,99,80
22,38.8853,-77.0386,1,2012,32,30.5,30,0,99,79
23,38.8853,-77.0386,1,2012,44,44,44,12,99,78
24,38.8853,-77.0386,1,2012,55,46.4,39,14.4,99,77
26,38.8853,-77.0386,1,2012,52,52,52,20,99,76
27,38.8853,-77.0386,1,2012,63,55.5,43,23.5,99,75
28,38.8853,-77.0386,1,2012,42,42,42,10,99,74
29,38.8853,-77.0386,1,2012,49,41.2,32,9.2,99,73
30,38.8853,-77.0386,1,2012,48,40.2,34,8.2,99,72
31,38.8853,-77.0386,1,2012,65,52,40,20,99,71
32,38.8853,-77.0386,2,2012,72,58.3,48,26.3,99,70
33,38.8853,-77.0386,2,2012,58,50.9,43,18.9,99,69
34,38.8853,-77.0386,2,2012,51,43.4,37,11.4,99,68
35,38.8853,-77.0386,2,2012,46,39.3,36,7.3,99,67
36,38.8853,-77.0386,2,2012,45,39.9,36,7.9,99,66
37,38.8853,-77.0386,2,2012,53,41.6,30,9.6,99,65
38,38.8853,-77.0386,2,2012,55,47.5,41,15.5,99,64
39,38.8853,-77.0386,2,2012,43,38.6,37,6.6,99,63
40,38.8853,-77.0386,2,2012,47,39.8,33,7.8,99,62
41,38.8853,-77.0386,2,2012,47,41.1,33,9.1,99,61
42,38.8853,-77.0386,2,2012,43,35.7,23,3.7,99,60
43,38.8853,-77.0386,2,2012,33,26.9,23,0,99,59
44,38.8853,-77.0386,2,2012,49,36.9,24,4.9,99,58
45,38.8853,-77.0386,2,2012,56,45.7,38,13.7,99,57
46,38.8853,-77.0386,2,2012,54,46.9,41,14.9,99,56
47,38.8853,-77.0386,2,2012,47,44.3,42,12.3,99,55
48,38.8853,-77.0386,2,2012,54,44.4,39,12.4,99,54
49,38.8853,-77.0386,2,2012,59,47,36,15,99,53
50,38.8853,-77.0386,2,2012,44,39.8,36,7.8,99,52
51,38.8853,-77.0386,2,2012,50,41.3,34,9.3,99,51
52,38.8853,-77.0386,2,2012,50,41.8,33,9.8,99,50
53,38.8853,-77.0386,2,2012,62,52.4,43,20.4,99,49
54,38.8853,-77.0386,2,2012,66,57,47,25,99,48
55,38.8853,-77.0386,2,2012,57,53.1,46,21.1,99,47
56,38.8853,-77.0386,2,2012,45,40.6,36,8.6,99,46
57,38.8853,-77.0386,2,2012,48,41.3,34,9.3,99,45
58,38.8853,-77.0386,2,2012,64,49.8,36,17.8,99,44
59,38.8853,-77.0386,2,2012,54,47.7,40,15.7,99,43
60,38.8853,-77.0386,2,2012,55,48.4,40,16.4,99,42
1,38.8853,-77.0386,1,2013,45,41.9,38,9.9,99,41
2,38.8853,-77.0386,1,2013,40,35.7,31,3.7,100,100
3,38.8853,-77.0386,1,2013,38,33,30,1,100,99
4,38.8853,-77.0386,1,2013,45,37.7,29,5.7,100,98
5,38.8853,-77.0386,1,2013,46,39.4,33,7.4,100,97
6,38.8853,-77.0386,1,2013,52,44.4,35,12.4,100,96
7,38.8853,-77.0386,1,2013,48,43.2,34,11.2,100,95
8,38.8853,-77.0386,1,2013,52,41.3,31,9.3,100,94
9,38.8853,-77.0386,1,2013,54,43.2,35,11.2,100,93
10,38.8853,-77.0386,1,2013,55,49.3,44,17.3,100,92
11,38.8853,-77.0386,1,2013,46,43.5,39,11.5,100,91
12,38.8853,-77.0386,1,2013,50,45.5,43,13.5,100,90
13,38.8853,-77.0386,1,2013,55,48.8,43,16.8,100,89
14,38.8853,-77.0386,1,2013,61,54.3,42,22.3,100,88
15,38.8853,-77.0386,1,2013,43,40.2,37,8.2,100,87
16,38.8853,-77.0386,1,2013,43,39.4,37,7.4,100,86
17,38.8853,-77.0386,1,2013,45,42.9,40,10.9,100,85
18,38.8853,-77.0386,1,2013,40,36.3,32,4.3,100,84
19,38.8853,-77.0386,1,2013,54,42.7,34,10.7,100,83
20,38.8853,-77.0386,1,2013,61,47.5,39,15.5,100,82
21,38.8853,-77.0386,1,2013,47,38.2,32,6.2,100,81
22,38.8853,-77.0386,1,2013,30,22.8,19,0,100,80
23,38.8853,-77.0386,1,2013,27,22.8,16,0,100,79
24,38.8853,-77.0386,1,2013,29,21.6,19,0,100,78
25,38.8853,-77.0386,1,2013,25,22.3,20,0,100,77
26,38.8853,-77.0386,1,2013,35,29.6,25,0,100,76
27,38.8853,-77.0386,1,2013,38,32.1,28,0.1,100,75
28,38.8853,-77.0386,1,2013,45,37.6,33,5.6,100,74
29,38.8853,-77.0386,1,2013,69,52.7,42,20.7,100,73
30,38.8853,-77.0386,1,2013,70,59.7,53,27.7,100,72
31,38.8853,-77.0386,1,2013,66,49.8,33,17.8,100,71
32,38.8853,-77.0386,2,2013,36,29.9,21,0,100,70
33,38.8853,-77.0386,2,2013,32,27.1,19,0,100,69
34,38.8853,-77.0386,2,2013,35,32.1,27,0.1,100,68
35,38.8853,-77.0386,2,2013,37,32.9,27,0.9,100,67
36,38.8853,-77.0386,2,2013,42,37.8,34,5.8,100,66
37,38.8853,-77.0386,2,2013,48,40.3,35,8.3,100,65
38,38.8853,-77.0386,2,2013,41,36.9,32,4.9,100,64
39,38.8853,-77.0386,2,2013,44,38.9,34,6.9,100,63
40,38.8853,-77.0386,2,2013,42,35.9,31,3.9,100,62
41,38.8853,-77.0386,2,2013,45,36.5,27,4.5,100,61
42,38.8853,-77.0386,2,2013,54,44.3,37,12.3,100,60
43,38.8853,-77.0386,2,2013,58,50.4,41,18.4,100,59
44,38.8853,-77.0386,2,2013,48,39,35,7,100,58
45,38.8853,-77.0386,2,2013,49,41.1,35,9.1,100,57
46,38.8853,-77.0386,2,2013,59,44.2,36,12.2,100,56
47,38.8853,-77.0386,2,2013,40,37.6,33,5.6,100,55
48,38.8853,-77.0386,2,2013,34,29.8,26,0,100,54
49,38.8853,-77.0386,2,2013,42,32.8,23,0.8,100,53
50,38.8853,-77.0386,2,2013,47,41.9,38,9.9,100,52
51,38.8853,-77.0386,2,2013,40,34.8,27,2.8,100,51
52,38.8853,-77.0386,2,2013,40,32.3,26,0.3,100,50
53,38.8853,-77.0386,2,2013,34,33.5,32,1.5,100,49
54,38.8853,-77.0386,2,2013,46,39.1,34,7.1,100,48
55,38.8853,-77.0386,2,2013,54,44.2,35,12.2,100,47
56,38.8853,-77.0386,2,2013,48,39.3,30,7.3,100,46
57,38.8853,-77.0386,2,2013,46,41.7,33,9.7,100,45
58,38.8853,-77.0386,2,2013,57,48.3,42,16.3,100,44
59,38.8853,-77.0386,2,2013,49,45,42,13,100,43
1,38.8853,-77.0386,1,2014,48,38.7,30,6.7,100,42
2,38.8853,-77.0386,1,2014,39,35.6,33,3.6,100,100
3,38.8853,-77.0386,1,2014,34,24,18,0,100,99
4,38.8853,-77.0386,1,2014,34,26.6,17,0,100,98
5,38.8853,-77.0386,1,2014,41,37.9,32,5.9,100,97
6,38.8853,-77.0386,1,2014,49,40.2,12,8.2,100,96
7,38.8853,-77.0386,1,2014,20,13.3,7,0,100,95
8,38.8853,-77.0386,1,2014,30,23.6,14,0,100,94
9,38.8853,-77.0386,1,2014,40,33.5,28,1.5,100,93
10,38.8853,-77.0386,1,2014,39,35.3,28,3.3,100,92
11,38.8853,-77.0386,1,2014,55,45,37,13,100,91
12,38.8853,-77.0386,1,2014,54,47.1,37,15.1,100,90
13,38.8853,-77.0386,1,2014,60,45.8,33,13.8,100,89
14,38.8853,-77.0386,1,2014,54,47.5,41,15.5,100,88
15,38.8853,-77.0386,1,2014,48,42.2,39,10.2,100,87
16,38.8853,-77.0386,1,2014,42,37.4,34,5.4,100,86
17,38.8853,-77.0386,1,2014,48,39.5,32,7.5,100,85
18,38.8853,-77.0386,1,2014,39,32.5,25,0.5,100,84
19,38.8853,-77.0386,1,2014,51,37.6,26,5.6,100,83
20,38.8853,-77.0386,1,2014,59,45.9,39,13.9,100,82
21,38.8853,-77.0386,1,2014,40,27.9,17,0,100,81
22,38.8853,-77.0386,1,2014,19,14.5,9,0,100,80
23,38.8853,-77.0386,1,2014,27,20,13,0,100,79
24,38.8853,-77.0386,1,2014,23,18.3,12,0,100,78
25,38.8853,-77.0386,1,2014,36,28.4,23,0,100,77
26,38.8853,-77.0386,1,2014,35,28.8,21,0,100,76
27,38.8853,-77.0386,1,2014,52,37.1,23,5.1,100,75
28,38.8853,-77.0386,1,2014,22,17.3,14,0,100,74
29,38.8853,-77.0386,1,2014,26,18.8,13,0,100,73
30,38.8853,-77.0386,1,2014,33,24.9,16,0,100,72
31,38.8853,-77.0386,1,2014,50,36,26,4,100,71
32,38.8853,-77.0386,2,2014,53,40.8,29,8.8,100,70
33,38.8853,-77.0386,2,2014,62,47.5,34,15.5,100,69
34,38.8853,-77.0386,2,2014,47,39.7,34,7.7,100,68
35,38.8853,-77.0386,2,2014,39,34,30,2,100,67
36,38.8853,-77.0386,2,2014,44,36.1,33,4.1,100,66
37,38.8853,-77.0386,2,2014,37,33.8,30,1.8,100,65
38,38.8853,-77.0386,2,2014,42,35.7,30,3.7,100,64
39,38.8853,-77.0386,2,2014,36,32.3,29,0.3,100,63
40,38.8853,-77.0386,2,2014,36,33.5,29,1.5,100,62
41,38.8853,-77.0386,2,2014,34,30.3,25,0,100,61
42,38.8853,-77.0386,2,2014,35,27.3,22,0,100,60
43,38.8853,-77.0386,2,2014,30,26.1,19,0,100,59
44,38.8853,-77.0386,2,2014,39,34.3,27,2.3,100,58
45,38.8853,-77.0386,2,2014,52,42,35,10,100,57
46,38.8853,-77.0386,2,2014,39,36.3,31,4.3,100,56
47,38.8853,-77.0386,2,2014,37,32.5,27,0.5,100,55
